Maker,Adv_year,Adv_month,Color,Bodytype,Runned_Miles,Engin_size,Gearbox,Fuel_type,Price,Seat_num,Door_num,issue,breakdown_date,repair_complexity,repair_cost,repair_hours,Label
Toyota,2018,5,blue,MPV,189000,2.0L,Manual,Diesel,1190.0,7.0,5.0,Starter Motor Issue,2018-05-13,1,71.9,3.0,0
Renault,2018,7,red,MPV,79624,1.5L,Manual,Diesel,5700.0,5.0,5.0,Gear Box Issue,2018-07-08,1,97.0,2.0,0
SEAT,2018,6,blue,Hatchback,10287,1.0L,Manual,Petrol,6995.0,4.0,3.0,Flat Tyres,2018-06-21,2,42.0985,2.0,0
Mazda,2018,7,black,Hatchback,127008,1.3L,Manual,Petrol,1490.0,5.0,5.0,Warning Light,2018-07-02,1,194.9,9.0,0
Ford,2018,4,silver,Hatchback,42000,1.6L,Automatic,Petrol,3495.0,5.0,5.0,Sensor Malfunction,2018-04-13,1,234.75,3.0,0
Ford,2021,6,grey,SUV,14754,1.5L,Manual,Petrol,20333.0,5.0,5.0,Excessive Emissions,2021-06-17,1,38.2997,1.0,0
Vauxhall,2018,4,gelb,Hatchback,69000,1.2L,Manual,Petrol,1989.0,5.0,3.0,Gear Box Issue,2018-04-03,1,59.89,2.0,1
Audi,2018,4,silver,Saloon,118077,2.0L,Manual,Diesel,5990.0,5.0,4.0,Gear Box Issue,2018-04-05,1,99.9,2.0,0
Vauxhall,2018,5,gold,MPV,53422,1.6L,Manual,Petrol,1600.0,5.0,5.0,Starter Motor Issue,2018-05-23,1,76.0,3.0,0
Ford,2018,8,yellow,Convertible,384,5.0L,Automatic,Petrol,37895.0,4.0,3.0,Tyre Alignment,2018-08-22,1,13.7895,0.5,0
Renault,2018,2,beige,MPV,25665,1.5L,Manual,Diesel,9998.0,5.0,5.0,Electrical Issue,2018-02-10,1,69.99,1.0,0
Jaguar,2018,6,blue,SUV,6000,2.0L,Automatic,Diesel,44999.0,5.0,5.0,Transmission Issue,2018-06-09,3,374.997,12.0,0
Nissan,2018,8,grey,SUV,92000,2.0L,Manual,Diesel,4995.0,5.0,5.0,Steering Wheel Shaking,2018-08-20,1,24.995,1.0,0
Toyota,2018,3,red,Hatchback,15675,1.0L,Manual,Petrol,5785.0,4.0,5.0,Starter Motor Issue,2018-03-08,1,117.85,3.0,0
BMW,2018,8,white,Hatchback,80000,2.0L,Manual,Diesel,8995.0,5.0,5.0,Sensor Malfunction,2018-08-19,1,509.75,3.0,0
Citroen,2018,5,blue,Hatchback,110000,1.6L,Automatic,Petrol,550.0,5.0,5.0,Transmission Issue,2018-05-02,2,161.65,8.0,0
Volkswagen,2018,8,blue,SUV,26687,2.0L,Automatic,Diesel,16000.0,5.0,5.0,Radiator Leaking,2018-08-12,1,360.0,2.0,0
Jaguar,2018,3,blue,Saloon,94000,2.7L,Automatic,Diesel,6450.0,5.0,4.0,Engine Issue,2018-03-14,3,1927.5,48.0,0
Audi,2018,4,gelb,Convertible,75819,2.0L,Manual,Petrol,5990.0,4.0,2.0,Sensor Malfunction,2018-04-07,1,359.5,3.0,1
Volkswagen,2018,3,white,Combi Van,79000,2.0L,Automatic,Diesel,25140.0,5.0,4.0,Alternator Failing,2018-03-01,1,542.8,2.0,0
Ford,2018,5,white,Hatchback,54000,1.2L,Manual,Petrol,3995.0,4.0,3.0,Warning Light,2018-05-28,1,219.95,9.0,0
Hyundai,2018,4,black,SUV,55235,2.0L,Manual,Diesel,8200.0,5.0,5.0,Starter Motor Issue,2018-04-09,1,142.0,3.0,0
Kia,2018,6,red,Hatchback,18611,1.4L,Manual,Petrol,8750.0,5.0,3.0,Electrical Issue,2018-06-05,1,68.75,3.0,0
Audi,2018,4,white,Hatchback,11000,3.0L,Automatic,Diesel,35000.0,5.0,5.0,Starter Motor Issue,2018-04-07,1,410.0,3.0,0
SEAT,2018,4,black,MPV,86000,1.9L,Manual,Diesel,2500.0,5.0,5.0,Sensor Malfunction,2018-04-21,2,245.0,6.0,0
Audi,2018,2,black,Estate,105000,1.9L,Manual,Diesel,3295.0,5.0,5.0,Engine Issue,2018-02-19,1,819.0,8.0,0
Vauxhall,2018,6,red,Hatchback,51000,1.6L,Manual,Petrol,3695.0,5.0,3.0,Electrical Issue,2018-06-22,1,63.695,3.0,0
BMW,2018,7,green,Hatchback,86363,1.8L,Automatic,Petrol,850.0,5.0,3.0,Brake Pads Worn,2018-07-08,1,40.425,2.0,0
Saab,2018,5,black,Saloon,139000,1.9L,Manual,Diesel,1690.0,5.0,4.0,Brake Pads Worn,2018-05-14,2,80.845,4.0,0
SKODA,2018,8,white,SUV,-4243,2.0L,Automatic,Diesel,34500.0,7.0,5.0,Transmission Issue,2018-08-22,1,470.5,8.0,1
Toyota,2018,2,gelb,MPV,12178,1.6L,Manual,Diesel,17990.0,7.0,5.0,Radiator Leaking,2018-02-08,1,399.8,2.0,1
Jaguar,2018,5,blue,Saloon,106234,2.5L,Manual,Petrol,995.0,5.0,4.0,Electrical Issue,2018-05-23,3,120.995,6.0,0
Nissan,2018,7,blue,Pickup,100000,2.5L,Manual,Diesel,7999.0,5.0,4.0,Electrical Issue,2018-07-17,1,59.995,1.0,0
Jaguar,2018,8,blue,Saloon,82251,2.7L,Automatic,Diesel,6995.0,5.0,4.0,Tyre Alignment,2018-08-28,3,30.6995,1.5,0
Fiat,2018,8,beige,Hatchback,72000,0.9L,Manual,Petrol,4295.0,4.0,3.0,Warning Light,2018-08-17,1,222.95,9.0,0
Nissan,2018,5,black,SUV,60453,1.6L,Manual,Petrol,5795.0,5.0,5.0,Sensor Malfunction,2018-05-09,1,349.75,3.0,0
Ford,2018,7,grey,Hatchback,106000,1.8L,Manual,Diesel,1189.0,5.0,5.0,Windscreen Crack,2018-07-11,1,20.7134,1.0,0
Volkswagen,2018,5,blue,SUV,61293,1.4L,Manual,Petrol,8595.0,5.0,5.0,Radiator Leaking,2018-05-21,1,211.9,2.0,0
Toyota,2018,8,red,Hatchback,9500,1.8L,Automatic,Hybrid  Petrol/Electric,21995.0,5.0,5.0,Starter Motor Issue,2018-08-12,1,279.95,3.0,0
Kia,2018,5,silver,Hatchback,4514,1.6L,Manual,Diesel,14498.0,5.0,3.0,Alternator Failing,2018-05-27,1,329.96,2.0,0
Audi,2018,6,grey,Coupe,45500,2.0L,Automatic,Petrol,25995.0,4.0,3.0,Brake Pads Worn,2018-06-26,1,52.9975,2.0,0
Kia,2018,2,white,SUV,20623,1.7L,Manual,Diesel,16800.0,5.0,5.0,Warning Light,2018-02-21,1,348.0,9.0,0
SKODA,2018,8,silver,Hatchback,21000,1.6L,Manual,Diesel,13980.0,5.0,5.0,Flat Tyres,2018-08-03,1,24.194,1.0,0
SKODA,2018,1,black,Estate,102000,1.9L,Manual,Diesel,2950.0,5.0,5.0,Flat Tyres,2018-01-01,1,98.7867290202555,78.4951049418387,1
McLaren,2018,7,orange,Wood,650,3.8L,Automatic,Petrol,157995.0,2.0,0.0,Steering Wheel Shaking,2018-07-24,3,217.995,3.0,1
BMW,2021,3,black,Saloon,24572,2.0L,Automatic,Diesel,24494.0,5.0,4.0,Sensor Malfunction,2021-03-10,1,1284.7,3.0,0
Vauxhall,2018,4,blue,Hatchback,5,1.5L,Manual,Petrol,19495.0,5.0,5.0,Warning Light,2018-04-08,1,374.95,9.0,0
Citroen,2018,4,purple,MPV,18612,1.6L,Manual,Diesel,7990.0,5.0,5.0,Flat Tyres,2018-04-13,2,165.982219981397,165.337502723325,1
Hyundai,2018,5,red,SUV,7351,1.7L,Manual,Diesel,15995.0,5.0,5.0,Starter Motor Issue,2018-05-21,1,219.95,3.0,0
Ford,2018,6,black,Hatchback,37715,1.0L,Manual,Petrol,10500.0,5.0,5.0,Warning Light,2018-06-22,1,285.0,9.0,0
Audi,2018,3,gelb,SUV,5175,2.0L,Automatic,Diesel,33250.0,5.0,5.0,Gear Box Issue,2018-03-09,1,372.5,2.0,1
MINI,2017,10,white,Convertible,29250,1.6L,Automatic,Petrol,9445.0,2.0,2.0,Engine Issue,2017-10-19,2,1424.5,24.0,0
BMW,2018,4,gelb,SUV,133000,3.0L,Automatic,Diesel,4375.0,5.0,5.0,Brake Pads Worn,2018-04-16,1,42.1875,2.0,1
Renault,2018,4,black,Hatchback,69878,1.2L,Manual,Petrol,2295.0,5.0,3.0,Starter Motor Issue,2018-04-19,1,82.95,3.0,0
Hyundai,2018,8,gelb,Hatchback,2456,1.4L,Manual,Petrol,12280.0,5.0,5.0,Steering Wheel Shaking,2018-08-16,1,32.28,1.0,1
Jaguar,2018,8,blue,Saloon,11685,2.0L,Automatic,Diesel,22791.0,5.0,4.0,Warning Light,2018-08-12,3,4375.30890076093,27.0,1
Citroen,2018,4,white,MPV,5677,1.6L,Manual,Diesel,14950.0,5.0,5.0,Electrical Issue,2018-04-13,2,134.95,6.0,0
Renault,2018,5,black,Hatchback,61384,1.5L,Manual,Diesel,7749.0,5.0,5.0,Gear Box Issue,2018-05-10,1,117.49,2.0,0
Mercedes-Benz,2018,1,grey,Coupe,7600,5.5L,Automatic,Petrol,83990.0,4.0,2.0,Transmission Issue,2018-01-19,1,915.91,8.0,0
BMW,2018,8,silver,Hatchback,35203,999.0L,Automatic,Electric,16991.0,4.0,5.0,Engine Issue,2018-08-01,1,3558.2,8.0,1
SEAT,2018,7,grey,SUV,2433,1.0L,Manual,Petrol,20500.0,5.0,5.0,Engine Issue,2018-07-23,2,1425.0,20.0,0
Toyota,2018,5,silver,SUV,6000,1.8L,Automatic,Hybrid  Petrol/Electric,23500.0,5.0,5.0,Excessive Emissions,2018-05-18,1,181.707013170868,1.0,1
Nissan,2018,3,black,Hatchback,30811,1.2L,Automatic,Petrol,3990.0,5.0,5.0,Brake Pads Worn,2018-03-01,1,41.995,2.0,0
Bentley,2018,4,white,Convertible,41267,6.0L,Automatic,Petrol,72000.0,4.0,2.0,Engine Issue,2018-04-06,3,4200.0,30.0,0
SKODA,2018,5,blue,Hatchback,57865,1.2L,Manual,Petrol,6495.0,5.0,5.0,Gear Box Issue,2018-05-22,1,104.95,2.0,0
Vauxhall,2018,3,black,Hatchback,101,1.0L,Manual,Petrol,7410.0,5.0,5.0,Sensor Malfunction,2018-03-28,1,430.5,3.0,0
Jaguar,2018,2,grey,Saloon,68990,3.0L,Automatic,Diesel,9990.0,5.0,4.0,Tyre Alignment,2018-02-02,3,30.999,1.5,0
Citroen,2018,5,white,Hatchback,29305,1.6L,Manual,Petrol,7995.0,5.0,3.0,Flat Tyres,2018-05-28,2,42.3985,2.0,0
Audi,2018,6,blue,Coupe,19379,3.0L,Automatic,Petrol,24990.0,4.0,3.0,Sensor Malfunction,2018-06-20,1,1309.5,3.0,0
Volkswagen,2018,4,silver,Coupe,54050,2.0L,Automatic,Petrol,7995.0,4.0,3.0,Sensor Malfunction,2018-04-02,1,459.75,3.0,0
SKODA,2018,7,white,Hatchback,55537,1.0L,Manual,Petrol,4970.0,4.0,3.0,Steering Wheel Shaking,2018-07-18,1,24.97,1.0,0
Fiat,2018,4,blue,Hatchback,39961,1.2L,Manual,Petrol,2500.0,4.0,5.0,Sensor Malfunction,2018-04-26,1,185.0,3.0,0
Volvo,2018,7,black,SUV,62910,2.4L,Automatic,Diesel,16995.0,5.0,5.0,Gear Box Issue,2018-07-10,3,289.95,6.0,0
SKODA,2018,5,white,Hatchback,20618,1.6L,Manual,Diesel,6800.0,5.0,5.0,Flat Tyres,2018-05-22,1,22.04,1.0,0
Fiat,2018,1,red,Hatchback,73000,1.2L,Manual,Petrol,2995.0,4.0,5.0,Sensor Malfunction,2018-01-26,1,209.75,3.0,0
SKODA,2018,5,red,Hatchback,68270,1.2L,Manual,Petrol,3295.0,5.0,5.0,Sensor Malfunction,2018-05-17,1,1263.91569784309,847.129312862613,1
Mercedes-Benz,2018,3,gold,Hatchback,126000,2.0L,Automatic,Petrol,2500.0,5.0,5.0,Electrical Issue,2018-03-09,1,62.5,3.0,0
Mercedes-Benz,2018,2,black,Estate,82000,3.0L,Automatic,Diesel,13000.0,5.0,5.0,Electrical Issue,2018-02-10,1,73.0,3.0,0
Audi,2018,4,red,Saloon,56033,1.8L,Manual,Petrol,9242.0,5.0,4.0,Transmission Issue,2018-04-11,1,124.694,3.0,0
Chevrolet,2018,8,black,SUV,33868,2.2L,Manual,Diesel,8995.0,7.0,5.0,Windscreen Crack,2018-08-25,1,25.397,1.0,0
Audi,2018,5,blue,Hatchback,42287,1.6L,Manual,Diesel,12998.0,5.0,5.0,Alternator Failing,2018-05-08,1,299.96,2.0,0
Kia,2018,5,silver,Hatchback,23500,1.6L,Manual,Petrol,9995.0,5.0,5.0,Windscreen Crack,2018-05-02,1,25.997,1.0,0
Honda,2018,4,black,Hatchback,65011,1.4L,Manual,Petrol,1790.0,5.0,5.0,Warning Light,2018-04-01,1,197.9,9.0,0
Ford,2018,8,black,Estate,116000,2.0L,Manual,Diesel,3650.0,5.0,5.0,Electrical Issue,2018-08-03,1,43.65,2.0,0
Jaguar,2018,3,red,Saloon,19636,3.0L,Automatic,Petrol,26844.0,5.0,4.0,Radiator Leaking,2018-03-16,3,656.88,6.0,0
Land Rover,2018,7,black,SUV,4000,4.4L,Automatic,Diesel,59950.0,5.0,5.0,Gear Box Issue,2018-07-14,3,719.5,6.0,0
Volkswagen,2018,6,white,Hatchback,7712,1.4L,Manual,Petrol,14488.0,5.0,5.0,Starter Motor Issue,2018-06-17,1,204.88,3.0,0
Vauxhall,2018,8,gelb,Hatchback,10,1.4L,Manual,Petrol,13995.0,5.0,3.0,Warning Light,2018-08-05,1,319.95,9.0,1
Volkswagen,2018,5,white,Hatchback,3642,2.0L,Automatic,Diesel,23489.0,5.0,3.0,Flat Tyres,2018-05-12,1,27.0467,1.0,0
SKODA,2018,5,blue,SUV,26353,1.6L,Manual,Diesel,9298.0,5.0,5.0,Sensor Malfunction,2018-05-04,1,524.9,3.0,0
Volkswagen,2018,6,blue,Estate,51847,2.0L,Automatic,Diesel,9990.0,5.0,5.0,Radiator Leaking,2018-06-05,1,239.8,2.0,0
Nissan,2018,1,silver,Wood,10,2.3L,Manual,Diesel,24985.0,5.0,4.0,Steering Wheel Shaking,2018-01-16,1,44.985,1.0,1
Volkswagen,2018,7,blue,Hatchback,68395,1.4L,Manual,Petrol,2490.0,5.0,5.0,Flat Tyres,2018-07-08,1,20.747,1.0,0
Ford,2017,8,gelb,Hatchback,35035,2.5L,Manual,Petrol,22995.0,4.0,3.0,Tyre Alignment,2017-08-07,1,12.2995,0.5,1
Vauxhall,2018,4,blue,MPV,8685,2.0L,Manual,Diesel,15395.0,7.0,5.0,Alternator Failing,2018-04-21,1,347.9,2.0,0
Citroen,2018,5,black,MPV,56100,1.6L,Automatic,Diesel,4800.0,5.0,5.0,Transmission Issue,2018-05-12,2,153.6,6.0,0
Nissan,2018,5,black,Pickup,1900,2.3L,Automatic,Diesel,30995.0,5.0,4.0,Warning Light,2018-05-19,1,489.95,9.0,0
Vauxhall,2018,7,purple,Hatchback,7200,1.0L,Automatic,Petrol,8990.0,15.0,5.0,Windscreen Crack,2018-07-16,1,25.394,1.0,1
Toyota,2018,7,silver,Pickup,117000,3.0L,Automatic,Diesel,8700.0,4.0,4.0,Flat Tyres,2018-07-26,1,22.61,1.0,0
Ford,2018,4,black,MPV,5440,1.5L,Manual,Diesel,14000.0,5.0,5.0,Alternator Failing,2018-04-16,1,320.0,2.0,0
Ford,2021,4,white,Hatchback,18457,1.1L,Manual,Petrol,9799.0,5.0,5.0,Gear Box Issue,2021-04-28,1,137.99,2.0,0
Volkswagen,2018,5,black,Hatchback,47000,1.6L,Manual,Petrol,3795.0,4.0,3.0,Flat Tyres,2018-05-22,1,21.1385,1.0,0
Ford,2018,5,grey,SUV,22891,1.5L,Automatic,Petrol,9990.0,5.0,5.0,Transmission Issue,2018-05-23,1,129.93,3.0,0
Land Rover,2018,2,grey,Panel Van,27728,3.0L,Automatic,Diesel,31990.0,2.0,5.0,Excessive Emissions,2018-02-25,3,88.791,3.0,0
Renault,2018,8,black,MPV,28126,1.6L,Manual,Diesel,9995.0,5.0,5.0,Gear Box Issue,2018-08-15,1,139.95,2.0,0
Fiat,2018,4,silver,Hatchback,27930,1.3L,Manual,Diesel,4295.0,4.0,3.0,Brake Pads Worn,2018-04-22,1,42.1475,2.0,0
Vauxhall,2018,7,grey,Hatchback,16000,999.0L,Manual,Petrol,6800.0,14.0,3.0,Flat Tyres,2018-07-03,1,22.04,1.0,1
SEAT,2021,4,blue,SUV,27670,1.6L,Manual,Diesel,12480.0,5.0,5.0,Electrical Issue,2021-04-19,2,191.383849487217,152.152513187503,1
Renault,2018,5,silver,SUV,10771,1.5L,Manual,Diesel,13698.0,5.0,5.0,Flat Tyres,2018-05-11,1,24.1094,1.0,0
Volkswagen,2018,7,silver,Saloon,57396,2.0L,Manual,Diesel,12000.0,5.0,4.0,Windscreen Crack,2018-07-18,1,27.2,1.0,0
Fiat,2018,6,grey,Hatchback,44000,1.2L,Manual,Petrol,5500.0,4.0,3.0,Alternator Failing,2018-06-25,1,860.535769797015,2.0,1
Nissan,2018,7,red,SUV,77000,1.5L,Manual,Diesel,6000.0,5.0,5.0,Electrical Issue,2018-07-27,1,66.0,3.0,0
Toyota,2018,3,white,Hatchback,95000,1.8L,Automatic,Hybrid  Petrol/Electric,5995.0,5.0,5.0,Engine Issue,2018-03-19,1,4001.78330179504,12.0,1
Ford,2018,1,blue,Hatchback,25022,1.6L,Automatic,Petrol,9000.0,5.0,5.0,Electrical Issue,2018-01-09,1,69.0,3.0,0
Citroen,2018,4,green,MPV,88000,1.6L,Manual,Diesel,4000.0,5.0,5.0,Gear Box Issue,2018-04-19,2,120.0,4.0,0
Vauxhall,2018,8,black,Hatchback,96000,1.2L,Manual,Petrol,1990.0,5.0,5.0,Tyre Alignment,2018-08-19,1,39.5659281843599,35.5634858018315,1
Volkswagen,2018,5,gelb,Convertible,100000,1.6L,Manual,Petrol,1999.0,4.0,2.0,Electrical Issue,2018-05-11,1,61.999,3.0,1
Audi,2018,3,grey,Estate,92000,2.0L,Manual,Diesel,14990.0,5.0,5.0,Brake Pads Worn,2018-03-05,1,47.495,2.0,0
Vauxhall,2021,3,grey,SUV,9148,1.2L,Manual,Petrol,11995.0,5.0,5.0,Alternator Failing,2021-03-19,1,1008.75071390372,2.0,1
Ford,2018,8,blue,Pickup,37500,2.5L,Manual,Diesel,12594.0,4.0,4.0,Transmission Issue,2018-08-13,1,273.346,8.0,0
Peugeot,2018,4,black,SUV,17201,1.6L,Manual,Diesel,9470.0,5.0,5.0,Radiator Leaking,2018-04-05,1,229.4,2.0,0
Citroen,2018,3,grey,SUV,4500,1.6L,Manual,Diesel,14890.0,5.0,5.0,Steering Wheel Shaking,2018-03-04,2,54.89,2.0,0
Audi,2018,5,gelb,SUV,32000,2.0L,Automatic,Diesel,16745.0,5.0,5.0,Transmission Issue,2018-05-03,1,130.235,4.0,1
Ford,2021,5,grey,Hatchback,6237,1.1L,Manual,Petrol,10250.0,5.0,5.0,Starter Motor Issue,2021-05-17,1,815.460169090795,3.0,1
Ford,2018,5,green,MPV,31374,2.0L,Automatic,Diesel,10691.0,7.0,5.0,Engine Issue,2018-05-22,1,4545.46021218787,5118.865186427751,1
Mercedes-Benz,2018,3,red,Convertible,149000,5.0L,Automatic,Petrol,5950.0,4.0,2.0,Radiator Leaking,2018-03-14,1,159.0,2.0,0
Peugeot,2018,5,grey,Hatchback,39000,1.6L,Automatic,Petrol,3789.0,5.0,5.0,Transmission Issue,2018-05-26,1,86.523,3.0,0
Volkswagen,2021,3,blue,MPV,21943,1.4L,Manual,Petrol,15890.0,7.0,5.0,Engine Issue,2021-03-14,1,2703.5,16.0,0
Jaguar,2018,8,red,Saloon,13645,2.0L,Automatic,Diesel,18799.0,5.0,4.0,Flat Tyres,2018-08-07,3,65.6397,3.0,0
Ford,2018,8,blue,SUV,54000,2.0L,Manual,Diesel,8000.0,5.0,5.0,Warning Light,2018-08-22,1,260.0,9.0,0
Vauxhall,2018,5,white,Hatchback,48892,1.4L,Automatic,Petrol,10000.0,5.0,5.0,Tyre Alignment,2018-05-02,1,11.0,0.5,0
Renault,2018,5,black,Combi Van,-13475,1.6L,Manual,Diesel,22794.0,6.0,5.0,Transmission Issue,2018-05-02,1,365.146,8.0,1
Renault,2018,5,bronze,MPV,55000,1.5L,Manual,Diesel,4495.0,5.0,5.0,Windscreen Crack,2018-05-20,1,22.697,1.0,0
Toyota,2018,7,red,Hatchback,30326,1.6L,Manual,Petrol,9495.0,5.0,5.0,Brake Pads Worn,2018-07-02,1,44.7475,2.0,0
Vauxhall,2018,5,white,MPV,60133,1.4L,Manual,Petrol,7795.0,7.0,5.0,Flat Tyres,2018-05-03,1,22.3385,1.0,0
Volvo,2018,5,black,Hatchback,11479,2.0L,Manual,Petrol,15500.0,5.0,5.0,Alternator Failing,2018-05-25,3,430.0,6.0,0
Toyota,2018,5,grey,Hatchback,82000,1.33L,Manual,Petrol,3450.0,5.0,5.0,Sensor Malfunction,2018-05-28,1,232.5,3.0,0
Vauxhall,2018,5,grey,Hatchback,48000,1.2L,Manual,Petrol,4500.0,5.0,5.0,Windscreen Crack,2018-05-26,1,22.7,1.0,0
BMW,2018,5,grey,Convertible,34224,3.0L,Manual,Petrol,15790.0,2.0,2.0,Alternator Failing,2018-05-08,1,1863.04457190926,1218.22776058817,1
Ford,2018,6,grey,Hatchback,6620,1.2L,Manual,Petrol,8230.0,5.0,5.0,Transmission Issue,2018-06-07,1,104.69,4.0,0
Audi,2018,7,grey,Saloon,95000,4.2L,Automatic,Diesel,14950.0,5.0,4.0,Transmission Issue,2018-07-01,1,124.85,4.0,0
Volkswagen,2018,4,white,Saloon,57549,1.6L,Manual,Diesel,7950.0,5.0,4.0,Alternator Failing,2018-04-02,1,199.0,2.0,0
Volvo,2018,6,grey,Estate,9775,2.0L,Automatic,Diesel,30500.0,5.0,5.0,Flat Tyres,2018-06-10,3,376.152170006778,3.0,1
Chevrolet,2018,1,blue,Estate,66000,1.6L,Manual,Petrol,1495.0,5.0,5.0,Sensor Malfunction,2018-01-10,1,134.75,3.0,0
Kia,2018,4,silver,SUV,24337,1.7L,Manual,Diesel,15888.0,5.0,5.0,Radiator Leaking,2018-04-10,1,357.76,2.0,0
MINI,2018,5,white,Car Derived Van,47053,1.6L,Manual,Diesel,8995.0,2.0,5.0,Transmission Issue,2018-05-14,2,400.955,16.0,0
Land Rover,2018,3,black,SUV,75000,2.2L,Manual,Diesel,17988.0,5.0,5.0,Flat Tyres,2018-03-12,3,65.3964,3.0,0
Nissan,2018,8,red,Hatchback,74000,1.2L,Manual,Petrol,2799.0,5.0,3.0,Radiator Leaking,2018-08-05,1,95.98,2.0,0
BMW,2021,4,grey,Coupe,0,2.0L,Automatic,Petrol,48950.0,4.0,2.0,Alternator Failing,2021-04-08,1,1019.0,2.0,0
Peugeot,2018,5,orange,Hatchback,6645,1.2L,Manual,Petrol,8840.0,5.0,5.0,Excessive Emissions,2018-05-20,1,27.956,1.0,0
MINI,2018,3,black,Convertible,82000,1.6L,Manual,Petrol,5248.0,4.0,2.0,Windscreen Crack,2018-03-01,2,43.1488,2.0,0
Mazda,2018,7,red,Hatchback,22619,2.0L,Automatic,Petrol,11499.0,5.0,5.0,Gear Box Issue,2018-07-05,1,154.99,2.0,0
Toyota,2018,5,white,Hatchback,91000,1.8L,Automatic,Hybrid  Petrol/Electric,7995.0,5.0,5.0,Transmission Issue,2018-05-25,1,103.985,4.0,0
Honda,2018,3,blue,Hatchback,21000,1.4L,Manual,Petrol,8295.0,5.0,5.0,Alternator Failing,2018-03-03,1,205.9,2.0,0
Vauxhall,2018,8,gelb,Hatchback,10,1.4L,Manual,Petrol,12988.0,19.0,5.0,Steering Wheel Shaking,2018-08-13,1,32.988,1.0,1
Hyundai,2018,7,silver,Hatchback,84028,1.1L,Manual,Petrol,795.0,5.0,3.0,Alternator Failing,2018-07-17,1,55.9,2.0,0
Land Rover,2018,5,grey,SUV,70000,2.2L,Manual,Diesel,10490.0,5.0,5.0,Transmission Issue,2018-05-23,3,253.43,9.0,0
Honda,2018,8,grey,SUV,69000,2.2L,Manual,Diesel,5195.0,5.0,5.0,Radiator Leaking,2018-08-24,1,143.9,2.0,0
Audi,2018,3,grey,Convertible,20,2.0L,Automatic,Petrol,34000.0,4.0,2.0,Radiator Leaking,2018-03-06,1,2911.74027060312,2.0,1
Ford,2018,7,red,Hatchback,-8187,1.6L,Manual,Diesel,6794.0,5.0,5.0,Starter Motor Issue,2018-07-24,1,127.94,3.0,1
Nissan,2017,10,silver,Hatchback,6494,1.5L,Manual,Diesel,9990.0,5.0,5.0,Steering Wheel Shaking,2017-10-09,1,29.99,1.0,0
Honda,2018,5,white,Hatchback,1391,1.3L,Manual,Petrol,13650.0,5.0,5.0,Excessive Emissions,2018-05-09,1,32.285,1.0,0
Peugeot,2018,7,silver,Convertible,76000,2.0L,Manual,Petrol,399.0,4.0,2.0,Windscreen Crack,2018-07-01,1,20.2394,1.0,0
Toyota,2018,4,red,Hatchback,16062,1.6L,Manual,Diesel,11500.0,5.0,5.0,Excessive Emissions,2018-04-03,1,30.35,1.0,0
Peugeot,2018,6,purple,Hatchback,41900,1.0L,Manual,Petrol,4995.0,4.0,3.0,Radiator Leaking,2018-06-09,1,824.967206888037,500.784359245854,1
Vauxhall,2018,8,green,Hatchback,39272,1.4L,Manual,Petrol,5995.0,5.0,5.0,Engine Issue,2018-08-01,1,499.75,10.0,0
BMW,2021,5,black,Convertible,22241,2.0L,Automatic,Diesel,28490.0,4.0,2.0,Warning Light,2021-05-22,1,464.9,9.0,0
Kia,2018,5,silver,Hatchback,59000,1.6L,Manual,Diesel,2250.0,5.0,5.0,Starter Motor Issue,2018-05-27,1,82.5,3.0,0
Toyota,2018,4,black,SUV,17118,2.0L,Manual,Diesel,17990.0,5.0,5.0,Gear Box Issue,2018-04-25,1,219.9,2.0,0
Citroen,2018,4,gelb,MPV,10,1.6L,Automatic,Diesel,21990.0,5.0,5.0,Electrical Issue,2018-04-04,2,145.97,4.0,1
Honda,2018,6,white,Hatchback,21685,1.4L,Manual,Petrol,8270.0,5.0,5.0,Excessive Emissions,2018-06-04,1,27.443,1.0,0
Volkswagen,2018,5,silver,Hatchback,75000,1.2L,Manual,Petrol,4799.0,5.0,5.0,Electrical Issue,2018-05-11,1,227.385402466682,3.0,1
Audi,2018,3,white,Estate,4705,2.0L,Automatic,Diesel,33492.0,5.0,5.0,Brake Pads Worn,2018-03-14,1,56.746,2.0,0
Suzuki,2018,8,green,Hatchback,53671,1.5L,Automatic,Petrol,2695.0,5.0,5.0,Transmission Issue,2018-08-25,1,78.865,3.0,0
Audi,2017,9,black,Estate,31037,2.0L,Manual,Diesel,18190.0,5.0,5.0,Alternator Failing,2017-09-23,1,403.8,2.0,0
Toyota,2018,4,blue,Saloon,91218,2.0L,Manual,Diesel,6303.0,5.0,4.0,Windscreen Crack,2018-04-09,1,23.7818,1.0,0
Jaguar,2018,7,gelb,Saloon,16711,2.0L,Automatic,Diesel,24290.0,5.0,4.0,Starter Motor Issue,2018-07-17,3,422.9,9.0,1
Volkswagen,2017,7,silver,Saloon,133525,1.6L,Manual,Diesel,4995.0,5.0,4.0,Starter Motor Issue,2017-07-25,1,109.95,3.0,0
Kia,2021,4,black,SUV,15452,1.6L,Automatic,Petrol Hybrid,17999.0,5.0,5.0,Transmission Issue,2021-04-04,1,133.997,4.0,0
Jaguar,2018,7,silver,Saloon,76000,2.1L,Automatic,Petrol,1995.0,5.0,4.0,Steering Wheel Shaking,2018-07-20,3,61.995,3.0,0
